Section,University,Degree Name,Department,Major or Minor,Requirement Category,Mode,Course Code,Course Title,Course Description,Credits,Program URL,Degree Type,Entity,Issue,Degree Level,Source Catoid
CATALOG,University at Buffalo,"AI and Geospatial Analytics, BS",AI & Society,Major,AI for Geospatial Analytics Core (27 credits),required,GEO 101,Earth Systems Science,"Earth Systems Science examines modern environmental problems through quantitative methods, analysis, and modeling grounded in basic and applied science and research. The goal of the course is to introduce students to the fundamental processes that dominate the atmosphere, hydrosphere, lithosphere, and biosphere, their characteristics and complex interactions, and their impact on human life and society.",3,https://catalogs.buffalo.edu/preview_program.php?poid=8473&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Geospatial Analytics, BS",AI & Society,Major,AI for Geospatial Analytics Core (27 credits),required,GEO 103,Global Economic Geographies,"Examines the diverse economic systems that characterize a world economy in rapid transition. Highlights the complex processes of globalization and its impact on regions, cities, and countries. Examines the organization of economic activities and resources in the global economy.",3,https://catalogs.buffalo.edu/preview_program.php?poid=8473&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Geospatial Analytics, BS",AI & Society,Major,AI for Geospatial Analytics Core (27 credits),required,GEO 211,Univariate Statistics in Geography,"Introduces probability as a measure of uncertainty. Addresses the use of such measures of uncertainty for describing data, and for making inferences about large populations from small samples. These descriptive and inferential aspects of statistics are illustrated using geographic examples from a wide variety of different fields.",4,https://catalogs.buffalo.edu/preview_program.php?poid=8473&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Geospatial Analytics, BS",AI & Society,Major,AI for Geospatial Analytics Core (27 credits),required,GEO 338,Geographical Perspectives on AI,"This course explores the intersection of geographical thought, spatial data science, and artificial intelligence (AI). Geographers not only use AI techniques (GeoAI), they also study how AI influences spatial patterns, human-environment interactions, and conceptualizations of space and place. This course aims to provide students with a deep theoretical understanding of how AI can be integrated with spatial science, and the potential benefits and challenges associated with the transformative nature of GeoAI technologies. Students will critically assess the benefits and challenges of GeoAI for societies within different geographical contexts. By the end of the course, students will gain a comprehensive understanding of how AI influences spatial patterns and processes, and how geographic perspectives can inform the development and deployment of AI technologies.",3,https://catalogs.buffalo.edu/preview_program.php?poid=8473&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Geospatial Analytics, BS",AI & Society,Major,AI for Geospatial Analytics Core (27 credits),required,GEO 411,Multivariate Statistics in Geography,"Provides an introduction to techniques of multivariate analysis. Topics include ANOVA, simple regression, multiple regression, logistic regression, principal components analysis, and cluster analysis.",3,https://catalogs.buffalo.edu/preview_program.php?poid=8473&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Geospatial Analytics, BS",AI & Society,Major,AI for Geospatial Analytics Core (27 credits),required,GEO 414,GIS and Machine Learning,"In this course, we will explore the integration of GIS and machine learning for addressing geographical problems. We will start from the fundamental techniques related to preparing GIS data for machine learning models, and then move to discussing machine learning concepts and how to use machine learning in the context of geography. This course has an emphasis on both theoretical concepts and hands-on skills, and we will use a high-level programming language (e.g., Python) to implement machine learning models. This course is dual listed with GEO 514.",3,https://catalogs.buffalo.edu/preview_program.php?poid=8473&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Geospatial Analytics, BS",AI & Society,Major,AI for Geospatial Analytics Core (27 credits),required,GEO 479,GIS and Environmental Modeling,"Emphasizes GIS applications for environmental modeling, which is loosely defined as any study that contains an environmental element. This is an intermediate level GIS course. GIS methodology design is the primary focus of the lectures and the following topics are discussed: basic GIS methods, using statistics to test and validate GIS methods, and integrating GIS with environmental models. Case studies are used to support the discussion of method design and help students select appropriate GIS methods for a project. The hands-on laboratory exercises focus on learning advanced GIS methods in order to help students implement a GIS project of their interest.",4,https://catalogs.buffalo.edu/preview_program.php?poid=8473&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Geospatial Analytics, BS",AI & Society,Major,AI for Geospatial Analytics Core (27 credits),required,GEO 481,Geographic Information Systems,"Provides a general introduction to the principles and applications of geographic information systems (GIS). The lectures cover several fundamental aspects of GIS: (1) the basics of a GIS system, (2) GIS data and sources of data, (3) GIS analysis functions, and (4) GIS applications and related issues. The laboratory exercises are based on the leading GIS software, ArcGIS, and are designed to help students understand the lecture materials and gain hands-on experiences in GIS data acquisition, spatial database management, spatial analysis, and mapping. This course is dual-listed with GEO 506.",4,https://catalogs.buffalo.edu/preview_program.php?poid=8473&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Geospatial Analytics, BS",AI & Society,Major,Geography Electives (10 credits),required,GEO 381,Cartography,"Introduces fundamentals of computer cartography, which is the study and practice of making map representations of the Earth. Provides practical training in the techniques for the representation, manipulation and display of spatial data using computer software.",4,https://catalogs.buffalo.edu/preview_program.php?poid=8473&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Geospatial Analytics, BS",AI & Society,Major,Geography Electives (10 credits),required,GEO 482,Locational Analysis,Surveys the basic types of geographic location problems encountered in the real world and examines basic techniques applied to solve those problems.,3,https://catalogs.buffalo.edu/preview_program.php?poid=8473&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Geospatial Analytics, BS",AI & Society,Major,Geography Electives (10 credits),required,GEO 483,Remote Sensing,"Introduces the principles and applications of remote sensing, and the basic techniques of digital image processing. The lectures introduce a number of fundamental topics of remote sensing: the interaction between energy and Earth surface, major sensor systems and images, basic techniques for image enhancement and image classification, classification accuracy assessment, and applications of remote sensing. The laboratory exercises are designed to help students understand and gain hands-on experiences in digital image process techniques introduced in the lectures.",4,https://catalogs.buffalo.edu/preview_program.php?poid=8473&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Geospatial Analytics, BS",AI & Society,Major,Geography Electives (10 credits),required,GEO 488,GIS Design,"Emphasizes problems and methods for defining GIS user needs and the development cycle. Adapts methods and software engineering to the GIS planning process. Topics include product identification, data sources, system selection, and implementation scheduling.",3,https://catalogs.buffalo.edu/preview_program.php?poid=8473&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Geospatial Analytics, BS",AI & Society,Major,Geography Electives (10 credits),required,GEO 493,Dynamic Modeling of Human and Environmental Systems,"This course will provide hands-on experience in the construction and simulation of dynamic models to represent human and environmental systems. The paradigm case of such systems is diffusion over space and time: diffusion of ideas by word of mouth, diffusion of diseases by contact between individuals, and diffusion of forest fires and invasive species across landscapes. A range of modeling paradigms will be covered, from continuous representations of system dynamics to discrete interactions of individual/agent-based models. Exercises and readings will be provided from a variety of sources reflecting current challenges that practitioners face in the multi-disciplinary field of dynamic modeling.",3,https://catalogs.buffalo.edu/preview_program.php?poid=8473&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Geospatial Analytics, BS",AI & Society,Major,AI & Society Capstone (3 credits),required,AI 494,AI and Society Capstone,"This course is designed to help students lead, document, and demonstrate a nontrivial project at the intersection of artificial intelligence (AI) and society. Students will apply robust research and development methodologies, including ethical AI frameworks, project management techniques, and hybrid agile development approaches, to explore and build AI-driven solutions with real-world impact. There will also be a presentation component at the end of the course where students demonstrate their projects and summarize their learnings in a formal presentation to a wider audience.",3,https://catalogs.buffalo.edu/preview_program.php?poid=8473&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Geospatial Analytics, BS",AI & Society,Major,Additional Degree Requirements Include,required,THE 120,credit hour total,,125,https://catalogs.buffalo.edu/preview_program.php?poid=8473&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Language Technology, BS",AI & Society,Major,Math Core (12 credits),required,MTH 114,Precalculus,"Covers pre-calculus algebra and trigonometry, emphasizing functions (transformations, combinations, and composite functions). Topics include graphing and applications of linear, inverse, quadratic, polynomial, and rational functions; limits and the derivatives; exponential and logarithmic functions and applications; and trigonometric functions emphasizing sine and cosine. A grade of C or better in this course meets the prerequisite for MTH 121, MTH 131, or MTH 141. Students who intend to take MTH 121 or MTH 131 may wish to consider MTH 113 as an alternative. The trigonometry covered in this course is not used in MTH 121 and MTH 131. Students who need additional background in algebra to prepare for Pre-Calculus should take MTH 112. Course is not open to students who have previously passed a higher level math course, i.e. MTH 108, MTH 115, MTH 121, MTH 122, MTH 131, MTH 136, MTH 137, MTH 138, MTH 139, MTH 141 or MTH 142. Students who have previously passed MTH 113 may wish to consider MTH 109 instead of MTH 114.",4,https://catalogs.buffalo.edu/preview_program.php?poid=8474&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Language Technology, BS",AI & Society,Major,Math Core (12 credits),required,MTH 141,College Calculus I,"Beginning of a three-semester sequence in calculus for students of mathematics, natural sciences, and engineering. Covers differentiation and integration with applications. This course is the same as MTH 136 + 137 and course repeat rules will apply. Students should consult with their major department regarding any restrictions on their degree requirements.",4,https://catalogs.buffalo.edu/preview_program.php?poid=8474&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Language Technology, BS",AI & Society,Major,Math Core (12 credits),required,MTH 142,College Calculus 2,Differentiation and integration of transcendental functions; infinite sequences; series and power series; integration methods; additional topics in analytic geometry. This course is the same as MTH 138 and MTH 139 and course repeat rules will apply. Students should consult with their major department regarding any restrictions on their degree requirements.,4,https://catalogs.buffalo.edu/preview_program.php?poid=8474&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Language Technology, BS",AI & Society,Major,AI & Society Core (15 credits),required,AI 101,AI & Society,"This course is an introduction to the study of Artificial Intelligence (AI) and Society. Through the examination of case studies covering all sectors of society, it provides a balanced consideration of the advantages and disadvantages of using AI to advance the public good.",3,https://catalogs.buffalo.edu/preview_program.php?poid=8474&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Language Technology, BS",AI & Society,Major,AI & Society Core (15 credits),required,AI 111,AI & Ethics,"This course introduces students to the ethics of artificial intelligence (AI). The course begins with an overview of the potential risks and benefits of AI. It then examines how artificial intelligence actually works. Once we’ve covered the basic ideas of AI-such as neural networks and machine learning-the course will survey major ethical theories and examine the so-called “alignment problem.” Major topics in AI ethics will then be discussed, such as algorithmic bias, AI warfare, and democratic integrity.",3,https://catalogs.buffalo.edu/preview_program.php?poid=8474&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Language Technology, BS",AI & Society,Major,AI & Society Core (15 credits),required,AI 211,Technological Disruption and Diffusion,"This course surveys the history of human technologies and the way that they result in disruptions to pre-existing social patterns, from the rise of farming to the invention of the printing press to the latest developments in Artificial Intelligence. The goal of this course is to help students understand and situate today’s disruptive technologies in their historical context.",3,https://catalogs.buffalo.edu/preview_program.php?poid=8474&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Language Technology, BS",AI & Society,Major,AI & Society Core (15 credits),required,AI 321,AI & Policy,"This course explores the intersection of politics, philosophy, and economics (PPE) within the rapidly evolving field of artificial intelligence. Through a combination of case studies and foundational readings, students will gain a better understanding of the implications AI has for the economy and society more broadly. Students will tackle the ethical dimensions of AI with help from the PPE toolkit, drawing on core concepts within economics and philosophy to explore the potential consequences AI has for economic dynamism, employment, and the future of work. Furthermore, students will engage with the nature of capitalism, feudalism, and socialism in the context of AI. They will assess whether AI exacerbates existing inequalities or provides opportunities for more equitable societal structures.",3,https://catalogs.buffalo.edu/preview_program.php?poid=8474&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Language Technology, BS",AI & Society,Major,AI & Society Core (15 credits),required,AI 323,AI and Social Structures,"This course explores the intricate relationship between artificial intelligence (AI) and social structures from a social science perspective. Students will examine how AI technologies are both shaped by and shape various social, economic, political, and cultural dynamics. Through critical readings, case studies, and discussions, the course will address key themes such as the historical context of AI development, the impact of AI on labor markets and structures of inequality (e.g., gender, race, family, economic), ethical considerations, and the role of AI in surveillance and privacy. By the end of the course, students will gain a comprehensive understanding of the sociological implications of AI, including how these technologies influence and are influenced by social norms, power relations, and institutional frameworks. This course aims to equip students with the analytical tools to critically assess the societal impacts of AI and to engage thoughtfully with ongoing debates about the future of AI in society.",3,https://catalogs.buffalo.edu/preview_program.php?poid=8474&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Language Technology, BS",AI & Society,Major,AI & Society Core (15 credits),required,AI 325,AI & The Information Environment,"Artificial Intelligence (AI) is developed and used in a rich information environment, that has been rapidly evolving in the last millennium. Today, more than ever before, we live in an all-around, 24/7, media-saturated world, and recent innovations in AI will potentially change our interaction with information in fundamental ways. In this course, we will consider AI as medium used for communication. To do so, we will situate AI in within the broader narrative or mass communication, and as a continuation of prior innovations, including writing, printing, radio, TV, websites, mobile phones, and video games. We will learn about (1) the history, (2) audience, (3) production, and (4) effects of mass communication in general, and AI in particular. A special emphasis will be put throughout the course on applying theories of and perspectives on mass communication and AI to real-world media, social problems, and examples. Looking towards the past, present, and the future, we will try to understand the role of mass media in general, and AI in particular, in the lives of individuals, groups, and society at large, considering how AI technology may threaten social stability but also makes us stronger.",3,https://catalogs.buffalo.edu/preview_program.php?poid=8474&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Language Technology, BS",AI & Society,Major,AI & Technology Core (16 credits),required,AI 220,Applied Linear Algebra and Probability for AI,Introductory mathematics course assuming minimal mathematical background (non-calculus based) that introduces the foundations of math necessary to understand machine learning and AI technologies. This course is designed for students who do not plan to major in math or engineering. Key topics will include basic linear algebra and probability grounded in real-world examples of the use and interpretation of these techniques in AI applications.,4,https://catalogs.buffalo.edu/preview_program.php?poid=8474&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Language Technology, BS",AI & Society,Major,AI & Technology Core (16 credits),required,AI 320,Computation for AI and the Social Sciences,"This course is an introduction to computational thinking and the application of computational tools to the study topics in the social sciences, including the use of AI techniques. It is intended for students with no previous experience in computer programming. Students will learn basic concepts of programming in addition to gaining experience in the use of machine learning to analyze social science datasets.",4,https://catalogs.buffalo.edu/preview_program.php?poid=8474&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Language Technology, BS",AI & Society,Major,AI & Technology Core (16 credits),required,CSE 115,Introduction to Computer Science I,"Provides the fundamentals of computer science with an emphasis on applying programming skills to solve problems and increase human efficiency. Topics include variables, data types, expressions, control flow, functions, input/output, data storage, networking, security, selection, sorting, iteration and the use of aggregate data structures such as lists and more general collections. No previous programming experience required.",4,https://catalogs.buffalo.edu/preview_program.php?poid=8474&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Language Technology, BS",AI & Society,Major,AI & Technology Core (16 credits),required,CSE 116,Introduction to Computer Science II,"Students will continue to develop the skills introduced in CSE 115 while exploring the details of program execution and the structure of large programs. Emphasizes design decisions that affect the efficiency, expandability, and maintainability of code while analyzing the differences amongst a variety of approaches. Design decisions analyzed include choice of data structures and object-oriented techniques such as encapsulation, polymorphism, and inheritance. Additional topics include the use of recursion, multithreading, parallelism, hardware, graph and tree traversals, asymptotic analysis, divide and conquer, databases, testing, and multi-language integration.",4,https://catalogs.buffalo.edu/preview_program.php?poid=8474&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Language Technology, BS",AI & Society,Major,AI in Language Technology Core (42 credits),required,CSE 191,Introduction to Discrete Structures,"Foundational material for further studies in computer science. Topics include logic, proofs, sets, functions, relations, recursion, recurrence relations, mathematical induction, graphs, trees, basic counting theory, regular languages, and context free grammars. This course is the same as MTH 191 and course repeat rules will apply. Students should consult with their major department regarding any restrictions on their degree requirements.",4,https://catalogs.buffalo.edu/preview_program.php?poid=8474&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Language Technology, BS",AI & Society,Major,AI in Language Technology Core (42 credits),required,CSE 250,Data Structures,"Provides a rigorous analysis of the design, implementation, and properties of advanced data structures. Topics include time-space analysis and tradeoffs in arrays, vectors, lists, stacks, queues, and heaps; tree and graph algorithms and traversals, hashing, sorting, and data structures on secondary storage. Surveys library implementations of basic data structures in a high-level language. Advanced data structure implementations are studied in detail. Illustrates the importance of choosing appropriate data structures when solving a problem by programming projects in a high-level language.",4,https://catalogs.buffalo.edu/preview_program.php?poid=8474&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Language Technology, BS",AI & Society,Major,AI in Language Technology Core (42 credits),required,CSE 331,Algorithms and Complexity,"Introduces paradigms for designing algorithms and fundamental limitations to what algorithms can do. Covers basic algorithm design paradigms of greedy algorithms, divide and conquer algorithms and dynamic programming, as well as a selection of advanced algorithmic topics, such as randomized algorithms, algorithms for distributed systems and basic algorithms for machine learning. Topics related to limitations of algorithms include NP-completeness and undecidability. Coverage includes analyzing algorithms via proofs and programming assignments to implement algorithms.",4,https://catalogs.buffalo.edu/preview_program.php?poid=8474&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Language Technology, BS",AI & Society,Major,AI in Language Technology Core (42 credits),required,LIN 205,Introduction to Linguistic Analysis,"Introduces the structure of language (phonetics, phonology, morphology, semantics, and syntax), looking at a broad variety of languages; approaches to linguistic analysis and theory.",3,https://catalogs.buffalo.edu/preview_program.php?poid=8474&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Language Technology, BS",AI & Society,Major,AI in Language Technology Core (42 credits),required,LIN 301,Structure of English: The Sound System,"Sound structure of English, including the articulation of sounds, phonological patterns and alternations, and dialects. This course is the same as ENG 389 and course repeat rules will apply. Students should consult with their major department regarding any restrictions on their degree requirements.",3,https://catalogs.buffalo.edu/preview_program.php?poid=8474&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Language Technology, BS",AI & Society,Major,AI in Language Technology Core (42 credits),required,LIN 302,Structure of English: Grammar and Lexicon,"Syntax and morphology of English, including lexical and grammatical categories, basic clause structure, and complex sentences. This course is the same as ENG 390 and course repeat rules will apply. Students should consult with their major department regarding any restrictions on their degree requirements.",3,https://catalogs.buffalo.edu/preview_program.php?poid=8474&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Language Technology, BS",AI & Society,Major,AI in Language Technology Core (42 credits),required,LIN 410,Morphology,"Structure of words; different theoretical approaches to the analysis of morphemes, words, and idioms. This course is dual-listed with LIN 510.",3,https://catalogs.buffalo.edu/preview_program.php?poid=8474&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Language Technology, BS",AI & Society,Major,AI in Language Technology Core (42 credits),required,LIN 415,Syntax I,"Fundamentals of syntactic analysis, applied to data from a wide range of languages. Briefly introduces syntactic theory.",3,https://catalogs.buffalo.edu/preview_program.php?poid=8474&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Language Technology, BS",AI & Society,Major,AI in Language Technology Core (42 credits),required,LIN 431,Phonetics,"Fundamental aspects of phonetics: articulation, aerodynamics, acoustics, suprasegmentals, phonetic features, sound change, and universals; focus on cross-linguistic analysis.",3,https://catalogs.buffalo.edu/preview_program.php?poid=8474&catoid=17,BS,,,Undergraduate,17
CATALOG,University at Buffalo,"AI and Language Technology, BS",AI & Society,Major,AI in Language Technology Core (42 credits),required,LIN 432,Phonology I,"Thorough grounding in phonological analysis, using data from a wide variety of languages. Briefly introduces phonological theory. This course is dual-listed with LIN 532.",3,https://catalogs.buffalo.edu/preview_program.php?poid=8474&catoid=17,BS,,,Undergraduate,17
